Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-2.17394614219666,-1.58768701553345,-1.17576801776886,-0.945146262645721,-1.2288156747818,-1.47365152835846,-1.44011056423187,-1.52779507637024,-1.50775218009949,-1.47831559181213,-1.47410047054291,-1.37553513050079,-1.40146291255951,-1.36164617538452,-1.39739489555359,-1.29146802425385,-1.38659679889679,-1.50175786018372,-1.5191125869751,-1.61153948307037,-1.67058789730072,-1.88003480434418
Afghanistan,AFG,Government Effectiveness: Standard Error,GE.STD.ERR,0.331546425819397,0.259350627660751,0.298997640609741,0.235708385705948,0.220314458012581,0.263611018657684,0.314759343862534,0.275009870529175,0.239676758646965,0.2329041659832,0.237974882125854,0.2263523042202,0.221870198845863,0.234368801116943,0.24326927959919,0.233129948377609,0.235358536243439,0.245759963989258,0.245669454336166,0.278917849063873,0.299894481897354,0.284960269927979
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.917780160903931,-0.624333381652832,-0.563986718654633,-0.408371657133102,-0.696387231349945,-0.580952644348145,-0.427722543478012,-0.367063492536545,-0.255941480398178,-0.279453217983246,-0.202177077531815,-0.26892501115799,-0.324457377195358,-0.0497708097100258,0.0275752544403076,0.0290823616087437,0.0985528454184532,0.0805245339870453,-0.0623007006943226,-0.155121222138405,-0.0359850227832794,0.0645405352115631
Albania,ALB,Government Effectiveness: Standard Error,GE.STD.ERR,0.277303487062454,0.232496976852417,0.259703934192657,0.267923802137375,0.208881720900536,0.195805668830872,0.223805814981461,0.22746941447258,0.221125662326813,0.22378046810627,0.220576465129852,0.209506079554558,0.205520525574684,0.232806295156479,0.232484981417656,0.219895526766777,0.222231820225716,0.224907726049423,0.233651787042618,0.25643053650856,0.258553922176361,0.267504096031189
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-1.01074934005737,-0.614207327365875,-0.674277365207672,-0.559222877025604,-0.446233421564102,-0.438161790370941,-0.537276387214661,-0.603184521198273,-0.534546136856079,-0.395901709794998,-0.520578742027283,-0.447385340929031,-0.431544005870819,-0.339864790439606,-0.410829484462738,-0.464708805084229,-0.537024140357971,-0.488536387681961,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731
Algeria,DZA,Government Effectiveness: Standard Error,GE.STD.ERR,0.238578706979752,0.199642837047577,0.190472021698952,0.193942978978157,0.185124143958092,0.192157715559006,0.219317063689232,0.23036116361618,0.220240235328674,0.225383639335632,0.219846963882446,0.217348948121071,0.191215053200722,0.210813030600548,0.202277913689613,0.196870252490044,0.20497153699398,0.206085607409477,0.216113209724426,0.246326893568039,0.247045904397964,0.24873486161232
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,..,-0.126988679170609,0.224700346589088,0.245477885007858,0.481087028980255,0.498479098081589,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,0.438561886548996,0.442817568778992,0.482561141252518,0.510476231575012,0.498675554990768,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407
American Samoa,ASM,Government Effectiveness: Standard Error,GE.STD.ERR,..,..,..,0.410197407007217,0.30711555480957,0.435252577066422,0.469166576862335,0.451515167951584,0.423608183860779,0.449280053377151,0.434491038322449,0.398956000804901,0.381397247314453,0.466472148895264,0.448114812374115,0.434102684259415,0.445922523736954,0.456763863563538,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.38048672676086,1.36772322654724,1.34903717041016,1.50376403331757,1.28759801387787,1.53840279579163,1.50177264213562,1.52840650081635,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,1.71216595172882,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462
Andorra,AND,Government Effectiveness: Standard Error,GE.STD.ERR,0.331546425819397,0.295856952667236,0.361106097698212,0.410197407007217,0.30711555480957,0.435252577066422,0.469166576862335,0.451515167951584,0.423608183860779,0.449280053377151,0.434491038322449,0.398956000804901,0.381397247314453,0.466472148895264,0.448114812374115,0.434102684259415,0.445922523736954,0.456763863563538,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.07503414154053,-1.13215708732605,-1.12422430515289,-1.32887244224548,-1.1102192401886,-1.38104915618896,-1.20500719547272,-1.06138837337494,-0.945070207118988,-1.13826775550842,-1.19323122501373,-0.988945424556732,-1.24288654327393,-1.05657386779785,-0.929087340831757,-0.971493542194366,-0.951988995075226,-1.00525164604187,-1.1284898519516,-1.25748455524445,-1.1263599395752,-1.02603423595428
Angola,AGO,Government Effectiveness: Standard Error,GE.STD.ERR,0.238578706979752,0.199642837047577,0.190472021698952,0.193942978978157,0.198913097381592,0.189760059118271,0.232247114181519,0.229705631732941,0.214831903576851,0.199831679463387,0.199343234300613,0.21187561750412,0.179206028580666,0.199952781200409,0.206231579184532,0.201871484518051,0.210842490196228,0.220680758357048,0.213407754898071,0.226680085062981,0.22671914100647,0.231244474649429
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,..,..,..,1.05901336669922,1.55332243442535,1.53840279579163,1.50177264213562,1.52840650081635,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,0.948003530502319,0.961984634399414,1.27626776695251,0.783770322799683,0.7747842669487,0.762365400791168,0.911797344684601,0.916287004947662,1.21938359737396
Anguilla,AIA,Government Effectiveness: Standard Error,GE.STD.ERR,..,..,..,0.410197407007217,0.30711555480957,0.435252577066422,0.469166576862335,0.451515167951584,0.423608183860779,0.449280053377151,0.434491038322449,0.398956000804901,0.381397247314453,0.466472148895264,0.448114812374115,0.434102684259415,0.445922523736954,0.456763863563538,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.618822574615479,0.568053841590881,0.576729536056519,0.54032027721405,0.447557687759399,0.407992005348206,0.399155050516129,0.498479098081589,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,-0.0708797425031662,0.183234006166458,0.217992216348648,-0.0361118540167809,-0.0535420440137386,-0.0548009425401688,-0.204794809222221,-0.193900942802429,-0.160002663731575
Antigua and Barbuda,ATG,Government Effectiveness: Standard Error,GE.STD.ERR,0.331546425819397,0.295856952667236,0.361106097698212,0.376263976097107,0.296854168176651,0.404284834861755,0.440971940755844,0.451515167951584,0.423608183860779,0.449280053377151,0.434491038322449,0.398956000804901,0.381397247314453,0.466472148895264,0.448114812374115,0.434102684259415,0.445922523736954,0.456763863563538,0.461894810199738,0.492002606391907,0.483209103345871,0.479059517383575
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.0280386935919523,-0.228479072451591,-0.0342199839651585,0.015197392553091,-0.0979790613055229,-0.0339163094758987,-0.0125325033441186,-0.123509347438812,-0.294032037258148,-0.1117919459939,-0.0723610669374466,-0.206967011094093,-0.254236966371536,-0.111114293336868,-0.0494756102561951,0.218796372413635,0.135085612535477,0.0280606187880039,-0.120795331895351,-0.254261821508408,-0.390557259321213,-0.28348970413208
Argentina,ARG,Government Effectiveness: Standard Error,GE.STD.ERR,0.203009098768234,0.178269043564796,0.182855948805809,0.187831997871399,0.176186949014664,0.181448861956596,0.206051856279373,0.216380104422569,0.198930069804192,0.204734981060028,0.203929737210274,0.201149001717567,0.198346048593521,0.206991791725159,0.20826368033886,0.199734926223755,0.199891433119774,0.200504153966904,0.211161002516747,0.231769517064095,0.231303513050079,0.244514212012291
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.546417593955994,-0.0457692667841911,-0.197253704071045,-0.118263445794582,-0.142497807741165,-0.261502921581268,-0.381906569004059,-0.177952587604523,-0.0268956422805786,-0.171523153781891,-0.11502830684185,-0.0323866233229637,0.0783172845840454,-0.257329761981964,-0.331789612770081,-0.31255441904068,-0.251550018787384,-0.170582666993141,-0.226045966148376,-0.304547429084778,-0.282197445631027,-0.314792364835739
Armenia,ARM,Government Effectiveness: Standard Error,GE.STD.ERR,0.277303487062454,0.232496976852417,0.259703934192657,0.267923802137375,0.202614337205887,0.179332032799721,0.200821310281754,0.204996213316917,0.202955082058907,0.19966833293438,0.200797647237778,0.19634810090065,0.193840727210045,0.214103817939758,0.21943487226963,0.209471791982651,0.209103524684906,0.220808133482933,0.229163140058517,0.249890476465225,0.258553922176361,0.267504096031189
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,..,..,..,1.28138864040375,1.28759801387787,1.27981781959534,1.24660122394562,1.27092468738556,1.49665641784668,1.24645340442657,1.23643040657043,1.24758815765381,1.22108125686646,0.887494266033173,0.847599267959595,0.852905750274658,0.875969707965851,1.01341271400452,0.987693905830383,1.07495975494385,1.08387625217438,1.10521340370178
Aruba,ABW,Government Effectiveness: Standard Error,GE.STD.ERR,..,..,..,0.410197407007217,0.30711555480957,0.435252577066422,0.469166576862335,0.451515167951584,0.323029518127441,0.335227936506271,0.329279899597168,0.313144892454147,0.300611138343811,0.350540965795517,0.330808758735657,0.320162951946259,0.333910912275314,0.330526649951935,0.328045010566711,0.356915891170502,0.362242460250854,0.361506670713425
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.73217022418976,1.65919864177704,1.77327883243561,1.98494184017181,1.74618124961853,1.70789933204651,1.81895518302917,1.78476786613464,1.70196378231049,1.76339137554169,1.69013810157776,1.61314845085144,1.632453083992,1.60089492797852,1.53325247764587,1.53218841552734,1.49838602542877,1.55598998069763,1.53869080543518,1.57335329055786,1.47172200679779,1.52843272686005
Australia,AUS,Government Effectiveness: Standard Error,GE.STD.ERR,0.203009098768234,0.189597606658936,0.197447702288628,0.20749731361866,0.192003473639488,0.201322928071022,0.223921820521355,0.234416022896767,0.21885871887207,0.227385252714157,0.222375243902206,0.219052508473396,0.216085970401764,0.228590488433838,0.227915719151497,0.219010904431343,0.221641167998314,0.221191376447678,0.228575721383095,0.253193914890289,0.246709287166595,0.265472203493118
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.84726524353027,1.88022816181183,1.93046128749847,1.84377062320709,1.67952907085419,1.82738518714905,1.86356592178345,1.77165818214417,1.66273927688599,1.81252110004425,1.60288524627686,1.56018972396851,1.57137954235077,1.5529956817627,1.4509791135788,1.47481060028076,1.46775150299072,1.45611667633057,1.49212622642517,1.60586321353912,1.52829468250275,1.46492278575897
Austria,AUT,Government Effectiveness: Standard Error,GE.STD.ERR,0.203009098768234,0.189597606658936,0.197447702288628,0.20749731361866,0.192003473639488,0.201322928071022,0.223921820521355,0.234416022896767,0.21885871887207,0.218765646219254,0.214328020811081,0.210567563772202,0.201962381601334,0.211091190576553,0.213534951210022,0.208812266588211,0.208785086870193,0.209094405174255,0.216178566217422,0.231841057538986,0.227094352245331,0.238242536783218
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.951395213603973,-0.985208630561829,-0.933228969573975,-0.933772504329681,-0.741808712482452,-0.671189248561859,-0.802225649356842,-0.785877287387848,-0.66451507806778,-0.813017129898071,-0.772403717041016,-0.790763437747955,-0.452178388834,-0.313590198755264,-0.258792459964752,-0.159376382827759,-0.171380609273911,-0.145130529999733,-0.128162756562233,-0.15526370704174,0.213475212454796,-0.0412070974707603
Azerbaijan,AZE,Government Effectiveness: Standard Error,GE.STD.ERR,0.235669583082199,0.198863938450813,0.209576591849327,0.216244727373123,0.174254819750786,0.179332032799721,0.200821310281754,0.212033823132515,0.199059650301933,0.199530586600304,0.211897194385529,0.209506079554558,0.205520525574684,0.217764884233475,0.219925567507744,0.209471791982651,0.209103524684906,0.220808133482933,0.229163140058517,0.271468579769135,0.258553922176361,0.290294349193573
Bahamas,BHS,Government Effectiveness: Estimate,GE.EST,1.23428380489349,1.25507593154907,1.2221474647522,1.20174181461334,1.20563590526581,1.16392028331757,1.10266256332397,1.1413848400116,1.00437831878662,1.07051432132721,0.97444885969162,0.983262956142426,0.867620706558228,0.72524631023407,0.679315686225891,0.682434141635895,0.539764046669006,0.500043928623199,0.445073813199997,0.405258923768997,0.419790893793106,0.423950403928757
Bahamas,BHS,Government Effectiveness: Standard Error,GE.STD.ERR,0.282076954841614,0.259410440921783,0.300158023834229,0.330194413661957,0.268858820199966,0.346091717481613,0.346957564353943,0.353408962488174,0.278606116771698,0.272578209638596,0.268234819173813,0.266534626483917,0.266618013381958,0.300508588552475,0.288702368736267,0.279274493455887,0.287085860967636,0.290544390678406,0.29481765627861,0.31776174902916,0.326856136322021,0.327513784170151
Bahrain,BHR,Government Effectiveness: Estimate,GE.EST,0.551933765411377,0.507285356521606,0.410245925188065,0.511063277721405,0.377598911523819,0.373671859502792,0.383997529745102,0.357916176319122,0.457579731941223,0.432563066482544,0.495083898305893,0.523878991603851,0.563222289085388,0.543822586536407,0.509945571422577,0.273154228925705,0.136660650372505,0.119608148932457,0.245226383209229,0.390440106391907,0.68239825963974,0.639720022678375
